ingredient,cfp,wfp,mapping_type,mapped_item
Hostess Twinkie,"1,99","2158,0",typology,SWEETS
freshly squeezed lime juice,"2,86","1019,0",typology,FRUIT JUICE
lipton black tea bag,,,no_match,NO_MATCH
ground white pepper,"0,84","8280,0",typology,SPICIES
large cardamom seed,"0,88","3087,5",typology,SEEDS
coconut meat,"0,81",2093,ingredient,COCONUTS
brown cardamom,"0,84",34319,ingredient,CARDAMOM
hot spiced cider mix,"0,84","8280,0",typology,SPICIES
orange rind twist,"2,15","748,0",typology,FRUIT
darjeeling tea,,,no_match,NO_MATCH
aburage,,,no_match,NO_MATCH
liquid glucose,"0,78","1294,5",typology,SUGAR
prune puree,"0,81","2636,5",typology,DRIED FRUIT
ground red pepper flakes,"0,65",379,ingredient,PEPPER
black cardamom pod,"0,88","3087,5",typology,SEEDS
white cumin,"0,84","8280,0",typology,SPICIES
indian coriander,"0,84",8280,ingredient,CORIANDER
veal bone,,,no_match,NO_MATCH
lawrys garlic powder,"0,84",2265,ingredient,GARLIC POWDER
German mustard,,,no_match,NO_MATCH
crab stick,"5,67","1856,0",typology,SHELLFISH
cheesecake pudding,"8,93",5253,ingredient,CHEESE
shiitake mushroom cap,"2,06",,ingredient,MUSHROOM*
sun-dried tomato olive oil,"3,27",14415,ingredient,OLIVE OIL
brick margarine,"1,39",1324,ingredient,MARGARINE*
aged red wine vinegar,,,no_match,NO_MATCH
tri-tip,,,no_match,NO_MATCH
pig foot,,,no_match,NO_MATCH
part,,,no_match,NO_MATCH
bread spice,"0,86","901,8",typology,BREAD
freshly brewed black tea,,,no_match,NO_MATCH
fresh whipped cream,"5,45",3838,ingredient,CREAM
minced cilantro,"0,84",8280,ingredient,CORIANDER
beef eye round steak,"25,75",15139,ingredient,BEEF BONE FREE MEAT*
ethiopian flat bread,"0,86","901,8",typology,BREAD
chopped green peppers,"1,865","336,0",typology,VEGETABLES
reserved liquid,,,no_match,NO_MATCH
grape juice concentrate,"2,86","1019,0",typology,FRUIT JUICE
prepared applesauce,"0,81",6847,ingredient,APPLES
venison chop,,,no_match,NO_MATCH
sliced turnip,"0,25",195,ingredient,TURNIP
mayonnaise substitute,"1,46",572,ingredient,MAYONNAISE
bulls-eye original barbecue sauce,,,no_match,NO_MATCH
canned peach,"0,39",910,ingredient,PEACH
beef tri-tip steak,,,no_match,NO_MATCH
ajinomoto,,,no_match,NO_MATCH
light vegetable oil,"2,11","6792,0",typology,OIL
medium maui onion,"0,22",290,ingredient,ONION
angel hair cabbage,"1,865","336,0",typology,VEGETABLES
mild hot sauce,"0,84","8280,0",typology,SPICIES
fat free skim milk,"1,44","1599,0",typology,ANIMAL MILK
corn soup,,,no_match,NO_MATCH
golden shallot,"0,25",272,ingredient,SHALLOT
nutmeg syrup,,,no_match,NO_MATCH
country-style spareribs,,,no_match,NO_MATCH
spareribs,,,no_match,NO_MATCH
fresh red jalapeno chile,"0,65",379,ingredient,PEPPER
english spinach,"0,34",292,ingredient,SPINACH
Chinese five spice,"0,84","8280,0",typology,SPICIES
hempseed,"0,88",3685,ingredient,HEMPSEED
sliced pear,"0,27",922,ingredient,PEAR
envelope knox gelatin,,,no_match,NO_MATCH
pork butt,"3,44",4361,ingredient,PORK MEAT WITH BONE*
yellow cake batter,,,no_match,NO_MATCH
textured soy protein,"2,27","1724,5",typology,VEGETAL PROTEINS
mini,,,no_match,NO_MATCH
finely chopped peanuts,"0,83",2782,ingredient,PEANUT
dried crushed chili,"0,84","8280,0",typology,SPICIES
prime rib roast,"3,44",5677,ingredient,FRESH HAM WITH BONE
peanut sauce mix,"1,84",,ingredient,PEANUT PASTE
mochi rice,"0,57",2230,ingredient,RICE GROATS
Smart Start,,,no_match,NO_MATCH
beets,"0,25","272,0",ingredient,BEETROOT
talapia,"5,19",2263,ingredient,TILAPIA
fish roe,"2,12","2313,5",typology,FISH PROCESSED
unsweetened flaked coconut,"1,07",1971,ingredient,COCONUT (I)
pomegranate aril,"0,32","1506,5",ingredient,POMEGRANATE
nicoise olive,"0,64",3015,ingredient,OLIVES
pineapple yogurt,"2,55","1540,0",typology,YOGURT
dry shallot,"0,25",272,ingredient,SHALLOT
frozen peas and carrot,"0,81",850,ingredient,PEAS (F)
herb soup mix,,,no_match,NO_MATCH
ground cardamom seed,"0,88","3087,5",typology,SEEDS
sno pea,"0,45",1979,ingredient,PEA
yellowtail,"5,19","2313,5",typology,FISH
green curry,"0,84","8280,0",typology,SPICIES
solid shortening,,,no_match,NO_MATCH
banana chile,"0,34",748,ingredient,BANANA
chili seasoning mix,"0,65",379,ingredient,PEPPER
Oats,"0,57","1618,0",typology,GRAINS
raw whole almond,"1,88",11264,ingredient,ALMOND
liquid hot pepper sauce,"0,65",379,ingredient,PEPPER
chili-garlic,"0,84","8280,0",typology,SPICIES
chinese rice,"2,19",1597,ingredient,RICE*
raw oat bran,"0,67",1788,ingredient,OAT
raw sunflower seed,"0,88",3366,ingredient,SUNFLOWER SEED
freshly fallen snow,,,no_match,NO_MATCH
lauki,,,no_match,NO_MATCH
mtr sambar garam masala powder,"0,84","8280,0",typology,SPICIES
medium cucumber,"0,27",353,ingredient,CUCUMBER
papaya seed,"0,88",2188,ingredient,POPPY SEED
alum,,,no_match,NO_MATCH
cinnamon oil,"2,11","6792,0",typology,OIL
clove oil,"2,11","6792,0",typology,OIL
corn cob,,,no_match,NO_MATCH
toasted,,,no_match,NO_MATCH
blanched sliced almond,"1,88",11264,ingredient,ALMOND
coconut yogurt,"2,55","1540,0",typology,YOGURT
canned green chili,"1,48","806,6",typology,VEGETABLES CANNED
Mrs. Dash seasoning,"0,84","8280,0",typology,SPICIES
turkey breakfast sausage,,,no_match,NO_MATCH
coconut aminos,,,no_match,NO_MATCH
bottle v-8 spicy vegetable juice,,,no_match,NO_MATCH
rice protein powder,"0,57","2133,0",typology,"PROCESSED GRAINS (grouts, malt)"
flaxseed,"0,88",5168,ingredient,LINSEED
pasta salad mix,"1,21",1508,ingredient,PASTA*
medium red bell pepper,"1,865","336,0",typology,VEGETABLES
portion,,,no_match,NO_MATCH
large sweet orange,"0,30",654,ingredient,ORANGE
finely chopped fresh cilantro,"0,84",8280,ingredient,CORIANDER
cocktail peanut,"0,83",2782,ingredient,PEANUT
daikon turnip,"0,25",195,ingredient,TURNIP
sour plum,"0,32",2180,ingredient,PLUM
banana blossom,"0,34",748,ingredient,BANANA
hot-tamale jelly bean,,,no_match,NO_MATCH
chunky tomato sauce,"1,19","151,3",typology,TOMATO SAUCE
sliced mild pickled pepper,,,no_match,NO_MATCH
chat masala,"0,84","8280,0",typology,SPICIES
chopped fresh wild fennel,"0,33","362,0",ingredient,FENNEL
sweet gherkin,,,no_match,NO_MATCH
yellow pear tomato,,,no_match,NO_MATCH
canned chipotle pepper,"1,48","806,6",typology,VEGETABLES CANNED
orange roughy fillet,"5,19","2313,5",typology,FISH
dark stout beer,"0,69",155,ingredient,BEER*
sliced jalapeno pepper,"1,48","806,6",typology,VEGETABLES CANNED
vegan soy sauce,"1,46",613,ingredient,SOY SAUCE
tarama,,,no_match,NO_MATCH
saf instant yeast,"3,29",,ingredient,YEAST DRIED*
praline syrup,,,no_match,NO_MATCH
rack of rib,,,no_match,NO_MATCH
dry rub seasoning,"0,84","8280,0",typology,SPICIES
paradise,,,no_match,NO_MATCH
hazelnut wafer biscuit,"1,47","1870,3",typology,BISCUITS
white spelt flour,"0,87","1889,5",typology,GRAIN FLOUR
fresh cracked pepper,"0,65",379,ingredient,PEPPER
boneless pork loin,"5,72",6299,ingredient,PORK BONE FREE MEAT*
small white potato,"0,24",555,ingredient,POTATO
firm pear,"0,27",922,ingredient,PEAR
soy mayonnaise,"1,46",572,ingredient,SOY PASTE
lamb stock,,,no_match,NO_MATCH
red curry powder,"0,84","8280,0",typology,SPICIES
calrose rice,"2,19",1597,ingredient,RICE*
baking potato,"0,24",555,ingredient,POTATO
mushroom gravy,,,no_match,NO_MATCH
vegie stock cube,,,no_match,NO_MATCH
crookneck yellow squash,"0,33",336,ingredient,SQUASH
dried hot red pepper flakes,"0,65",379,ingredient,PEPPER
pitted brine-cured black olive,"0,64",3015,ingredient,OLIVES
package dry yeast,"3,29",,ingredient,YEAST DRIED*
vegetarian meatball,,,no_match,NO_MATCH
frozen cubed hash brown potato,"0,24",555,ingredient,POTATO
fresh mussel,"0,46",1856,ingredient,MUSSELS
samphire,,,no_match,NO_MATCH
grated unsweetened coconut,"1,07",1971,ingredient,COCONUT (I)
broccoli raab,"1,865","336,0",typology,VEGETABLES
laurel,"0,84","8280,0",typology,SPICIES
all purpose Greek seasoning,"0,84","8280,0",typology,SPICIES
large bone in chicken breast,"2,82",3330,ingredient,CHICKEN MEAT WITH BONE
instant dried yeast,"3,29",,ingredient,YEAST DRIED*
panch phoron,,,no_match,NO_MATCH
chile pepper sauce,"0,65",379,ingredient,PEPPER
cos lettuce,"0,41",237,ingredient,LETTUCE
ground sumac,,,no_match,NO_MATCH
large flat bread,"0,86",667,ingredient,BREAD
mushroom slice,"2,06",,ingredient,MUSHROOM*
masaman curry paste,"0,84","8280,0",typology,SPICIES
pequin pepper,"0,65",379,ingredient,PEPPER
dried split pea,"0,45",1979,ingredient,PEA
unbleached white bread flour,"0,87","1889,5",typology,GRAIN FLOUR
stone ground cornmeal,"0,87",1167,ingredient,MAIZE FLOUR & MEAL
package peach gelatin,"0,39",910,ingredient,PEACH
sliced peeled ripe peaches,"0,39",910,ingredient,PEACH
frozen leaf spinach,"0,81",834,ingredient,SPINACH (F)
recaito,"2,72","2174,0",typology,PESTO
package frozen sweet plantain,"0,32",1602,ingredient,PLANTAIN
hot curry powder,"0,84","8280,0",typology,SPICIES
dried lemon grass,"0,34",642,ingredient,LEMON
dried ginger powder,"0,84",1657,ingredient,GINGER
lentil soup,,,no_match,NO_MATCH
plain nonfat Greek yogurt,"2,55","1540,0",typology,YOGURT
mussamun curry paste,"0,84","8280,0",typology,SPICIES
beef shoulder,"17,96",10943,ingredient,BEEF MEAT WITH BONE*
finely grated lemon,"0,34",642,ingredient,LEMON
finely grated orange,"0,30",654,ingredient,ORANGE
wood skewer,,,no_match,NO_MATCH
Kashi,,,no_match,NO_MATCH
green onion stem,"0,22",290,ingredient,ONION
prepared hot mustard,"0,84","8280,0",typology,SPICIES
mild curry powder,"0,84","8280,0",typology,SPICIES
yellow split peas,,,no_match,NO_MATCH
bay leaves,,,no_match,NO_MATCH
frankfurters,"5,99",6177,ingredient,SAUSAGES
whole onion,"0,22",290,ingredient,ONION
sirloin strip steak,,,no_match,NO_MATCH
dry pepper,"0,65",379,ingredient,PEPPER
chopped caper,,,no_match,NO_MATCH
chopped artichoke heart,"0,33",818,ingredient,ARTICHOKE
sugared pecan,,,no_match,NO_MATCH
tofutti sour cream,,,no_match,NO_MATCH
korma curry paste,"0,84","8280,0",typology,SPICIES
tobiko,,,no_match,NO_MATCH
Boca meatless ground burger,"2,27",1053,ingredient,SOY BURGER
mirepoix,,,no_match,NO_MATCH
sirloin tip roast,,,no_match,NO_MATCH
preserved lemon peel,"0,34",642,ingredient,LEMON
top round steak,"25,75",15139,ingredient,BEEF BONE FREE MEAT*
risoni pasta,"3,15",4637,ingredient,EGG PASTA*
semi dried tomato,,,no_match,NO_MATCH
cassia bud,,,no_match,NO_MATCH
red Thai pepper,"0,65",379,ingredient,PEPPER
mince,,,no_match,NO_MATCH
carnation 2% evaporated milk,"1,44","1599,0",typology,ANIMAL MILK
short pasta,"1,21",1508,ingredient,PASTA*
corn kernels,"0,57","1618,0",typology,GRAINS
dried anise,"0,84",8280,ingredient,ANISE
firm silken tofu,"2,27",1724,ingredient,TOFU
umeboshi,"2,15","748,0",typology,FRUIT
beef tenderloin steak,,,no_match,NO_MATCH
asian fish sauce,"4,99","2313,5",ingredient,FISH MIXED
mung bean sprouts,"0,52",516,ingredient,BEAN (fresh)
shredded mint leaf,"0,84",288,ingredient,PEPPERMINT
dry roasted salted peanuts,,,no_match,NO_MATCH
beef-flavor ramen noodle,,,no_match,NO_MATCH
red table wine,"0,87",524,ingredient,WINE RED
crushed san marzano tomato,,,no_match,NO_MATCH
piece ginger,"0,84",1657,ingredient,GINGER
konbu,,,no_match,NO_MATCH
hot green pepper,"0,84","8280,0",typology,SPICIES
white fish fillet,"5,19",798,ingredient,FLOUNDER
ramen noodle soup mix,,,no_match,NO_MATCH
clover honey,,,no_match,NO_MATCH
pork leg,"7,95",6177,ingredient,PORK HAM
brown beef gravy mix,,,no_match,NO_MATCH
sambal oelek chili paste,"0,84","8280,0",typology,SPICIES
well seasoned flour,,,no_match,NO_MATCH
sirloin beef,,,no_match,NO_MATCH
toasted pecan,,,no_match,NO_MATCH
ground chili paste,"0,84","8280,0",typology,SPICIES
hot yellow pepper,"0,84","8280,0",typology,SPICIES
asian mixed vegetable,"0,81",339,ingredient,MIXED VEGETABLES (F)
baby asparagus,"0,83",2150,ingredient,ASPARAGUS
kai lan,,,no_match,NO_MATCH
mixed bean,"0,43",5053,ingredient,BEAN
aji amarillo chili pepper,"0,84","8280,0",typology,SPICIES
French fry,"0,24",555,ingredient,POTATO
yellow lentil,"0,52",5874,ingredient,LENTIL
turkey cutlet,"3,88","4325,0",typology,POULTRY BONE FREE MEAT
jalapeño chili,"0,84","8280,0",typology,SPICIES
minced peeled fresh ginger,"0,84",1657,ingredient,GINGER
Mrs Dashs extra spicy seasoning,"0,65",379,ingredient,PEPPER
white port,,,no_match,NO_MATCH
baby cucumber,"0,27",353,ingredient,CUCUMBER
green coriander,"0,84",8280,ingredient,CORIANDER
chopped canned chipotle chile in adobo,"1,48","806,6",typology,VEGETABLES CANNED
sundried tomato tapenade,,,no_match,NO_MATCH
small apple,"0,81",6847,ingredient,APPLES
diced ham,"7,95",6177,ingredient,PORK HAM
fermented black bean,"0,43",5053,ingredient,BEAN
red Thai chile,"0,84","8280,0",typology,SPICIES
large bowl,,,no_match,NO_MATCH
fried shallot,"0,25",272,ingredient,SHALLOT
hungarian wax chile,"0,65",379,ingredient,PEPPER
tofu mayonnaise,,,no_match,NO_MATCH
beef stock granule,,,no_match,NO_MATCH
ground mixed peppercorn,"0,65",379,ingredient,PEPPER
shredded bok choy,,,no_match,NO_MATCH
chopped green olive,"0,64",3015,ingredient,OLIVES
fresh lime leaf,,,no_match,NO_MATCH
fenugreek leaf,"1,865","336,0",typology,VEGETABLES
rabe,"0,25","272,0",ingredient,RADISH
gem lettuce,"2,67",237,ingredient,LETTUCE (G)
baby lettuce,"0,41",237,ingredient,LETTUCE
submarine bun,"0,86","901,8",typology,BREAD
chicken feet,"2,82",3330,ingredient,CHICKEN MEAT WITH BONE
slivered green onion,"0,22",290,ingredient,ONION
cabbage kimchi,"1,865","336,0",typology,VEGETABLES
package Morningstar Farms griller,,,no_match,NO_MATCH
plum wine vinegar,"0,32",2180,ingredient,PLUM
mongolian fire oil,"2,11","6792,0",typology,OIL
marco polo noodle,,,no_match,NO_MATCH
sliced,,,no_match,NO_MATCH
instant dashi stock,,,no_match,NO_MATCH
dried soba noodle,,,no_match,NO_MATCH
candle nut,"1,11","11264,0",typology,NUTS
sour apple schnapps,"2,86",1140,ingredient,APPLE JUICE (I)
sour apple hard candy,"0,32",1411,ingredient,CHERRY SOUR
aloe vera,,,no_match,NO_MATCH
beef rump,,,no_match,NO_MATCH
yellow miso,,,no_match,NO_MATCH
nonfat,"1,44","1599,0",typology,ANIMAL MILK
sparkling,,,no_match,NO_MATCH
pina colada concentrate,"2,86","1019,0",typology,FRUIT JUICE
red chilli,"0,84","8280,0",typology,SPICIES
raspberry-flavored white wine vinegar,,,no_match,NO_MATCH
pineapple sage leaf,,,no_match,NO_MATCH
minced lemongrass,,,no_match,NO_MATCH
raspberry-cranberry juice,"2,86",1019,ingredient,CRANBERRY JUICE (I)
pink lemonade,"0,34",642,ingredient,LEMON
chile piquin powder,"0,84","8280,0",typology,SPICIES
broccoli slaw,"0,57",336,ingredient,BROCCOLI
mint simple syrup,"0,84",288,ingredient,PEPPERMINT
orange essence,"0,30",654,ingredient,ORANGE
crushed dry red pepper,"0,84","8280,0",typology,SPICIES
duck confit,"3,88",4325,ingredient,DUCK MEAT BONE FREE*
mixed salad greens,"0,41",237,ingredient,LETTUCE
mixed lettuce green,"0,41",237,ingredient,LETTUCE
ground dry mustard,"0,84","8280,0",typology,SPICIES
soft tofu,"2,27",1724,ingredient,TOFU
pear vodka,"0,48",1019,ingredient,PEAR JUICE
sweet dark soy sauce,"1,46",613,ingredient,SOY SAUCE
blood orange slice,"0,30",654,ingredient,ORANGE
mango yogurt,"2,55","1540,0",typology,YOGURT
hothouse,,,no_match,NO_MATCH
Angostura,,,no_match,NO_MATCH
almond meal flour,,,no_match,NO_MATCH
vanilla ice milk,"4,30",,ingredient,ICE CREAM
fresh soft herb,"0,84",8280,ingredient,CORIANDER
sprig fresh coriander,"0,84",8280,ingredient,CORIANDER
chicken carcass,"2,82",3330,ingredient,CHICKEN MEAT WITH BONE
smirnoff,,,no_match,NO_MATCH
pear liqueur,"0,48",1019,ingredient,PEAR JUICE
splash lemon juice,"0,34",642,ingredient,LEMON
apricot yoghurt,"2,55","1540,0",typology,YOGURT
uncooked instant brown rice,"2,19",1597,ingredient,RICE*
chopped sweet red pepper,,,no_match,NO_MATCH
chopped yellow sweet pepper,"1,865","336,0",typology,VEGETABLES
chopped sweet green pepper,"1,865","336,0",typology,VEGETABLES
mixed beans,"0,43",5053,ingredient,BEAN
psyllium husk,"0,88","3087,5",typology,SEEDS
virgin coconut oil,"2,11",4490,ingredient,COCONUT OIL
gluten rice ball,"0,57",2230,ingredient,RICE GROATS
wedge fresh pineapple,"0,28",255,ingredient,PINEAPPLE
soybean flour,"1,32",2523,ingredient,SOYBEAN FLOUR
dried garlic flake,,,no_match,NO_MATCH
medium yellow sweet pepper,"1,865","336,0",typology,VEGETABLES
orange-infused vodka,"0,30",654,ingredient,ORANGE
Pimm,,,no_match,NO_MATCH
pignoli,"2,72","2174,0",typology,PESTO
uncooked MINUTE White Rice,"2,19",1597,ingredient,RICE*
whole walnut,"2,06",11264,ingredient,WALNUT
advieh,,,no_match,NO_MATCH
fat-free refried bean,"0,78","555,5",typology,LEGUMES CANNED
beef round roast,,,no_match,NO_MATCH
lemon twist,"0,34",642,ingredient,LEMON
pork shank,"3,44",5798,ingredient,PORK CUTS WITH BONE
peach passionfruit tea,"0,39",910,ingredient,PEACH
zaatar spice mix,,,no_match,NO_MATCH
venison loin,,,no_match,NO_MATCH
honey mustard dressing,"1,46","572,0",typology,DRESSING
asti spumanti,,,no_match,NO_MATCH
petite diced tomatoes,"1,47",713,ingredient,TOMATO CHOPPED
petite diced tomatoes with jalapenos,"1,48","806,6",typology,VEGETABLES CANNED
fish bone,"5,19","2313,5",typology,FISH
dried lemon,"0,34",642,ingredient,LEMON
fresh grated coconut,"0,81",2093,ingredient,COCONUTS
cranberry-blackberry juice,"2,86",1019,ingredient,CRANBERRY JUICE (I)
cherry vodka,"0,46","1506,5",ingredient,CHERRY
protein shake mix,,,no_match,NO_MATCH
liter vegetable stock,,,no_match,NO_MATCH
low calorie sweetener,,,no_match,NO_MATCH
jalapeno powder,"0,65",379,ingredient,PEPPER
skinless chicken leg,"2,82",3330,ingredient,CHICKEN MEAT WITH BONE
vegetable stock powder,,,no_match,NO_MATCH
swede turnip,"0,25",195,ingredient,TURNIP
strawberry schnapps,"2,88",413,ingredient,STRAWBERRY (G)
champagne or rose wine,"0,66","524,0",typology,WINE
seedless grapes,"0,31",608,ingredient,GRAPES
hungarian yellow bell pepper,,,no_match,NO_MATCH
italian sweet pepper,"0,65",379,ingredient,PEPPER
orange liquor,,,no_match,NO_MATCH
fresh snow peas,"0,81",850,ingredient,PEAS (F)
crispy chow mein noodles,,,no_match,NO_MATCH
Turkish bread,"0,86",667,ingredient,BREAD
dried New Mexico chile,,,no_match,NO_MATCH
part-baked breadstick,"0,86",667,ingredient,BREAD
black eyed pea,"0,45",1979,ingredient,PEA
dried chili pepper,"0,84","8280,0",typology,SPICIES
jalepeno,"0,65",379,ingredient,PEPPER
diced avocado,"0,54",1805,ingredient,AVOCADO
romanesco,,,no_match,NO_MATCH
medium radish,"0,25","272,0",ingredient,RADISH
lemon lime and bitters soft drink,"0,34",642,ingredient,LEMON
jamaica rum,,,no_match,NO_MATCH
small green chili pepper,"0,84","8280,0",typology,SPICIES
azuki bean,"1,32",2523,ingredient,AZUKI BEAN FLOUR
sliced orange peel,"0,30",654,ingredient,ORANGE
Pimms,,,no_match,NO_MATCH
szechwan,"0,84","8280,0",typology,SPICIES
portuguese chourice sausage,"5,99",6177,ingredient,SAUSAGES
canned chopped tomato,"1,47",713,ingredient,TOMATO CHOPPED
peach puree,"0,39",910,ingredient,PEACH
barley miso,"0,48",1423,ingredient,BARLEY
rice noodles,,,no_match,NO_MATCH
sweetened lemon juice,"0,34",642,ingredient,LEMON
Pisco,,,no_match,NO_MATCH
nuoc mam,,,no_match,NO_MATCH
diet soda,,,no_match,NO_MATCH
crushed hot red pepper flake,"0,65",379,ingredient,PEPPER
container frozen lemon juice,"2,86","1019,0",typology,FRUIT JUICE
tamarind powder,,,no_match,NO_MATCH
fermented soybean paste,"1,46",572,ingredient,SOY PASTE
ketjap,,,no_match,NO_MATCH
lillet blanc,"0,66","524,0",typology,WINE
hard cinnamon candy,"1,99","2158,0",typology,SWEETS
chipotle chili in adobo seasoning,"0,84","8280,0",typology,SPICIES
white grape juice,"2,86","1019,0",typology,FRUIT JUICE
mixed spring green,"1,865","336,0",typology,VEGETABLES
fresh shiitake mushroom,"1,865","336,0",typology,VEGETABLES
fresh Thai red chili pepper,"0,84","8280,0",typology,SPICIES
hot steamed rice,,,ERROR,ERROR
vegeta seasoning,"0,84","8280,0",typology,SPICIES
cinnamon vodka,,,no_match,NO_MATCH
lemon thyme,"0,34",642,ingredient,LEMON
bottle carbonated water,,,no_match,NO_MATCH
frozen lemon juice,"0,34",642,ingredient,LEMON
kool aid powdered drink mix,,,no_match,NO_MATCH
orange kool-aid,"0,46",1019,ingredient,ORANGE JUICE
replacer powder for 2 egg,,,no_match,NO_MATCH
large pink grapefruit,"2,86",675,ingredient,GRAPEFRUIT JUICE
bacardi coconut rum,,,no_match,NO_MATCH
fresh lemon peel,"0,34",642,ingredient,LEMON
cooked navy bean,"0,43",5053,ingredient,BEAN
glutinous rice,"2,19",1597,ingredient,RICE*
pork loin rib roast,,,no_match,NO_MATCH
kim chee,"0,84","8280,0",typology,SPICIES
additional oil,"2,11","6792,0",typology,OIL
root beer extract,,,no_match,NO_MATCH
milo,"3,16","20717,0",typology,CHOCOLATE
grape wine,"0,31",608,ingredient,GRAPES
indian curry paste,"0,84","8280,0",typology,SPICIES
Squirt soda,,,no_match,NO_MATCH
ground green peppercorn,"0,84","8280,0",typology,SPICIES
raspberry drink,"2,86",1019,ingredient,STRAWBERRY JUICE (I)
cherry drink,"0,46","1506,5",ingredient,CHERRY
mango-peach tea bag,,,no_match,NO_MATCH
